track,artist,album,genres
Sunday,Sonic Youth,A Thousand Leaves,"('alternative', 'indie')"
The Rip,Portishead,Third,"('trip-hop', 'electronic')"
Magic Doors,Portishead,Magic Doors,"('trip-hop', 'electronic')"
Chase the Tear,Portishead,Chase the Tear,"('trip-hop', 'electronic')"
Glory Box,Portishead,Dummy,"('trip-hop', 'chillout')"
Biscuit,Portishead,Dummy,"('trip-hop', 'trip hop')"
Pedestal,Portishead,Dummy,"('trip-hop', 'electronic')"
Roads,Portishead,Dummy,"('trip-hop', 'chillout')"
Numb,Portishead,Dummy,"('trip-hop', 'chillout')"
It's a Fire,Portishead,Dummy,"('trip-hop', 'electronic')"
Wandering Star,Portishead,Dummy,"('trip-hop', 'electronic')"
It Could Be Sweet,Portishead,Dummy,"('trip-hop', 'chillout')"
Strangers,Portishead,Dummy,"('trip-hop', 'electronic')"
Sour Times,Portishead,Dummy,"('trip-hop', 'chillout')"
Mysterons,Portishead,Dummy,"('trip-hop', 'electronic')"
Western Eyes,Portishead,Portishead,"('trip-hop', 'female vocalists')"
Elysium,Portishead,Portishead,"('trip-hop', 'trip hop')"
Only You,Portishead,Portishead,"('trip-hop', 'chillout')"
Seven Months,Portishead,Portishead,"('trip-hop', 'electronic')"
Mourning Air,Portishead,Portishead,"('trip-hop', 'trip hop')"
Humming,Portishead,Portishead,"('trip-hop', 'electronic')"
Over,Portishead,Portishead,"('trip-hop', 'electronic')"
Half Day Closing,Portishead,Portishead,"('trip-hop', 'trip hop')"
Undenied,Portishead,Portishead,"('trip-hop', 'trip hop')"
All Mine,Portishead,Portishead,"('trip-hop', 'chillout')"
Cowboys,Portishead,Portishead,"('trip-hop', 'electronic')"
Cowboys,Portishead,Roseland NYC Live,"('trip-hop', 'electronic')"
Humming,Portishead,Roseland NYC Live,"('trip-hop', 'electronic')"
Magic Doors,Portishead,Third,"('trip-hop', 'electronic')"
Threads,Portishead,Third,"('trip-hop', 'electronic')"
Magic Doors,Portishead,Third,"('trip-hop', 'electronic')"
Small,Portishead,Third,"('trip-hop', 'electronic')"
Machine Gun,Portishead,Third,"('trip-hop', 'electronic')"
Deep Water,Portishead,Third,"('trip-hop', 'portishead')"
We Carry On,Portishead,Third,"('trip-hop', 'electronic')"
Plastic,Portishead,Third,"('trip-hop', 'electronic')"
The Rip,Portishead,Third,"('trip-hop', 'electronic')"
Nylon Smile,Portishead,Third,"('trip-hop', 'electronic')"
Hunter,Portishead,Third,"('trip-hop', 'electronic')"
Hunter,Portishead,Third,"('trip-hop', 'electronic')"
Silence,Portishead,Third,"('trip-hop', 'electronic')"
Damaged Goods,Gang of Four,Entertainment!,"('post-punk', 'new wave')"
London Calling,The Clash,London Calling,"('punk', 'punk rock')"
One Hundred Years,The Cure,Pornography,"('post-punk', 'new wave')"
Isolation,Joy Division,Closer,"('post-punk', 'new wave')"
Dreams Never End,New Order,Movement,"('new wave', 'post-punk')"
Judith,A Perfect Circle,Mer de noms,"('alternative rock', 'Progressive rock')"
Getaway Car,Audioslave,Audioslave,"('rock', 'alternative rock')"
Duality,Slipknot,Vol. 3: The Subliminal Verses,"('metal', 'Nu Metal')"
Ladies and Gentlemen We Are Floating in Space,Spiritualized,Ladies and Gentlemen We Are Floating in Space,"('space rock', 'shoegaze')"
Have You Ever Seen the Rain,SWEET WHIRL,Have You Ever Seen the Rain,()
Junkyard,U.S. Girls,Junkyard,()
Next To You,The Police,Outlandos D'Amour (Remastered 2003),"('rock', 'new wave')"
Red Indians,Felt,The Splendour Of Fear,"('instrumental', 'colours')"
A Ton of Love,Editors,The Weight of Your Love,"('indie rock', 'alternative rock')"
Ambulance Chaser,Clap Your Hands Say Yeah,The Tourist,"('somafm', 'Bagel')"
My Boy Builds Coffins,Florence + the Machine,Lungs (Deluxe Version),"('indie', 'alternative')"
Put Your Money on Me,Arcade Fire,Everything Now,"('art rock', 'fip')"
Say Hello to the Angels,Interpol,Turn on the Bright Lights,"('indie', 'indie rock')"
"That Summer, At Home I Had Become the Invisible Boy",The Twilight Sad,Fourteen Autumns and Fifteen Winters,"('Scottish', 'indie rock')"
The Love Within,Bloc Party,Hymns,"('indie', 'british')"
I Ain't The One,Spoon,Hot Thoughts,"('indie', 'indie rock')"
First Love / Late Spring,Mitski,Bury Me at Makeout Creek,"('indie rock', 'favorite songs')"
"New York, I Love You But You're Bringing Me Down",LCD Soundsystem,Sound Of Silver,"('new york', 'electronic')"
Can’t Keep Checking My Phone,Unknown Mortal Orchestra,Multi-Love,"('indie pop', 'C')"
All The Sad Young Men,Spector,Moth Boys,"('pop', 'british')"
How Simple,Hop Along,"Bark Your Head Off, Dog",()
Liffey,Pillow Queens,In Waiting,()
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,Random Access Memories,"('funk', 'electronic')"
Wasted Hours,Arcade Fire,The Suburbs,"('indie rock', 'rock')"
NYC,Interpol,Turn on the Bright Lights,"('indie', 'indie rock')"
Strawberry Blond,Mitski,"Retired from Sad, New Career in Business",()
Hesitating Nation,Clap Your Hands Say Yeah,New Fragility,()
Hostiles,Damon Albarn,Everyday Robots,"('trip hop', 'alternative')"
Can I Sit Next To You,Spoon,Hot Thoughts,"('indie rock', 'FM4')"
Step Up For The Cool Cats,Palma Violets,180,"('british', 'indie rock')"
La Fee Verte,Kasabian,Velociraptor!,"('indie rock', 'indie')"
Space Song,Beach House,Depression Cherry,"('dream pop', 'indie pop')"
How Can You Luv Me,Unknown Mortal Orchestra,Unknown Mortal Orchestra,"('Lo-Fi', 'indie')"
You Have a Power on Me,Soko,I Thought I Was an Alien,"('Gabriela', 'who exactly')"
Why Don't You Eat Me Now You Can,Soko,I Thought I Was an Alien,"('fip', 'idealizm')"
I've Been Alone Too Long,Soko,I Thought I Was an Alien,"('learn to play',)"
Happy Hippie Birthday,Soko,I Thought I Was an Alien,"('Top Artist 2012', 'Birthday Songs')"
Destruction of the Disgusting Ugly Hate,Soko,I Thought I Was an Alien,"('french indie', 'Soko')"
Don't You Touch Me,Soko,I Thought I Was an Alien,"('indie', 'indie folk')"
How Are You,Soko,I Thought I Was an Alien,()
Treat Your Woman Right,Soko,I Thought I Was an Alien,"('acoustic', 'Lo-Fi')"
First Love Never Die,Soko,I Thought I Was an Alien,"('indie', 'female vocalists')"
For Marlon,Soko,I Thought I Was an Alien,"('happy', 'HAPPINESS HIT HER')"
"No More Home, No More Love",Soko,I Thought I Was an Alien,"('french', 'indie')"
We Might Be Dead by Tomorrow,Soko,I Thought I Was an Alien,"('romantic', 'indie')"
People Always Look Better in the Sun,Soko,I Thought I Was an Alien,"('french', 'indie')"
I Thought I Was an Alien,Soko,I Thought I Was an Alien,"('Mellow', 'fip')"
I Just Want to Make It New With You,Soko,I Thought I Was an Alien,"('indie', 'Love')"
Sunshine,Low,I Could Live in Hope,"('slowcore', 'cover')"
Rope,Low,I Could Live in Hope,"('slowcore', 'indie')"
Drag,Low,I Could Live in Hope,"('slowcore', 'painfully beautiful')"
Down,Low,I Could Live in Hope,"('slowcore', 'indie')"
Sea,Low,I Could Live in Hope,"('roktronic', 'slowcore')"
Lullaby,Low,I Could Live in Hope,"('slowcore', 'indie')"
Lazy,Low,I Could Live in Hope,"('slowcore', 'fucking brilliant')"
Slide,Low,I Could Live in Hope,"('slowcore', 'indie')"
Cut,Low,I Could Live in Hope,"('slowcore', 'indie')"
Fear,Low,I Could Live in Hope,"('slowcore', 'indie')"
Words,Low,I Could Live in Hope,"('slowcore', 'indie')"
Love Hurts - Single Edit,Nazareth,Hair of the Dog,()
Please Don't Judas Me,Nazareth,Hair of the Dog,"('hard rock', 'classic rock')"
Whiskey Drinkin' Woman,Nazareth,Hair of the Dog,"('hard rock', 'classic rock')"
Beggars Day / Rose In the Heather - 2010 - Remaster,Nazareth,Hair of the Dog,()
Changin' Times,Nazareth,Hair of the Dog,"('hard rock', 'rock')"
Guilty,Nazareth,Hair of the Dog,"('classic rock', 'rock')"
Miss Misery,Nazareth,Hair of the Dog,"('hard rock', 'classic rock')"
Hair of the Dog,Nazareth,Hair of the Dog,"('classic rock', 'hard rock')"
Dreamboat Annie (reprise),Heart,Dreamboat Annie,"('classic rock', 'rock')"
How Deep It Goes,Heart,Dreamboat Annie,"('classic rock', 'rock')"
Sing Child,Heart,Dreamboat Annie,"('classic rock', 'rock')"
(Love Me Like Music) I'll Be Your Song,Heart,Dreamboat Annie,"('rock', 'classic rock')"
White Lightning And Wine,Heart,Dreamboat Annie,"('classic rock', 'female vocalists')"
Dreamboat Annie,Heart,Dreamboat Annie,"('classic rock', '70s')"
Soul of the Sea,Heart,Dreamboat Annie,"('classic rock', 'rock')"
Crazy on You,Heart,Dreamboat Annie,"('classic rock', 'rock')"
Dreamboat Annie (Fantasy Child),Heart,Dreamboat Annie,"('classic rock', 'rock')"
Magic Man,Heart,Dreamboat Annie,"('classic rock', 'rock')"
Dream Run,Parkway Drive,Atlas,"('metalcore', 'hardcore')"
Old Ghost / New Regrets,Parkway Drive,Atlas,"('metalcore', 'hardcore')"
A Deathless Song,Parkway Drive,Ire,"('Parkway drive', 'metalcore')"
Dedicated,Parkway Drive,Ire,"('metalcore', 'Parkway drive')"
Vicious,Parkway Drive,Ire,"('epic', 'Parkway drive')"
The Sound of Violence,Parkway Drive,Ire,"('Parkway drive', 'metalcore')"
Bottom Feeder,Parkway Drive,Ire,"('metalcore', 'Parkway drive')"
Writings on the Wall,Parkway Drive,Ire,"('Parkway drive', 'metalcore')"
Fractures,Parkway Drive,Ire,"('Parkway drive', 'metalcore')"
Crushed,Parkway Drive,Ire,"('metalcore', 'metal')"
Vice Grip,Parkway Drive,Ire,"('heavy metal', 'metalcore')"
Dying to Believe,Parkway Drive,Ire,"('metalcore', 'Parkway drive')"
Destroyer,Parkway Drive,Ire,"('Parkway drive', 'heavy metal')"
I Don't Wanna Be Me,Trivium,I Don't Wanna Be Me,"('cover', 'covers')"
Until the World Goes Cold,Trivium,Silence In The Snow,"('metal', 'heavy metal')"
What the Dead Men Say,Trivium,What The Dead Men Say,"('thrash metal', 'melodic metalcore')"
Strife,Trivium,Vengeance Falls (Special Edition),"('metalcore', 'metal')"
In Waves,Trivium,In Waves (Special Edition),"('metalcore', 'thrash metal')"
The Heart From Your Hate,Trivium,The Sin And The Sentence,"('metal', 'heavy metal')"
Catastrophist,Trivium,What The Dead Men Say,"('metalcore', 'thrash metal')"
Your Fuckin’ Head Split,Necro,I Need Drugs,()
I Am Free,Tash Sultana,Terra Firma,()
Let the Light In,Tash Sultana,Terra Firma,()
Vanilla Honey,Tash Sultana,Terra Firma,()
Willow Tree (feat. Jerome Farah),Tash Sultana,Terra Firma,()
Sweet & Dandy,Tash Sultana,Terra Firma,()
Blame It on Society,Tash Sultana,Terra Firma,()
Coma,Tash Sultana,Terra Firma,()
Maybe You've Changed,Tash Sultana,Terra Firma,()
Dream My Life Away (feat. Josh Cashman),Tash Sultana,Terra Firma,()
Pretty Lady,Tash Sultana,Terra Firma,()
Beyond The Pine,Tash Sultana,Terra Firma,"('electronic', 'australian')"
Greed,Tash Sultana,Terra Firma,()
Crop Circles,Tash Sultana,Terra Firma,()
MUSK,Tash Sultana,Terra Firma,()
Help Your Self,Courtney Barnett,Tell Me How You Really Feel,"('fip',)"
Crippling Self Doubt And A General Lack Of Confidence,Courtney Barnett,Tell Me How You Really Feel,()
"I'm Not Your Mother, I'm Not Your Bitch",Courtney Barnett,Tell Me How You Really Feel,()
"Nameless, Faceless",Courtney Barnett,Tell Me How You Really Feel,"('rock', 'Grunge')"
Need a Little Time,Courtney Barnett,Tell Me How You Really Feel,"('fip', 'eclectonia')"
Charity,Courtney Barnett,Tell Me How You Really Feel,"('indie rock', 'indie')"
City Looks Pretty,Courtney Barnett,Tell Me How You Really Feel,"('fip', 'FM4')"
Hopefulessness,Courtney Barnett,Tell Me How You Really Feel,"('indie rock',)"
Blame It on Society,Tash Sultana,Terra Firma,()
Space - BBC Hit The North Session soundcheck,Pulp,His 'n' Hers,()
You're Not Blind - Demo,Pulp,His 'n' Hers,()
Live On - BBC Mark Goodier Session,Pulp,His 'n' Hers,"('bbc', 'Mark Goodier')"
David's Last Summer,Pulp,His 'n' Hers,"('britpop', 'summer')"
Someone Like the Moon,Pulp,His 'n' Hers,"('britpop', 'british i like')"
Pink Glove,Pulp,His 'n' Hers,"('britpop', 'indie')"
Do You Remember the First Time?,Pulp,His 'n' Hers,"('britpop', '90s')"
Happy Endings,Pulp,His 'n' Hers,"('britpop', 'british i like')"
She's a Lady,Pulp,His 'n' Hers,"('britpop', 'indie')"
Babies,Pulp,His 'n' Hers,"('britpop', 'indie')"
Have You Seen Her Lately?,Pulp,His 'n' Hers,"('britpop', '90s')"
Acrylic Afternoons,Pulp,His 'n' Hers,"('britpop', 'british')"
Lipgloss,Pulp,His 'n' Hers,"('britpop', 'british')"
Joyriders,Pulp,His 'n' Hers,"('britpop', 'indie')"
Shame (Jammin' Out Solo Version),Mitski,"Retired from Sad, New Career in Business",()
Square (Solo Piano Version),Mitski,"Retired from Sad, New Career in Business","('touching', 'do this')"
Class of 2013,Mitski,"Retired from Sad, New Career in Business","('indie', 'emotional')"
Strawberry Blond,Mitski,"Retired from Sad, New Career in Business",()
Square,Mitski,"Retired from Sad, New Career in Business",()
I Want You,Mitski,"Retired from Sad, New Career in Business",()
Circle,Mitski,"Retired from Sad, New Career in Business",()
Humpty,Mitski,"Retired from Sad, New Career in Business",()
"Because Dreaming Costs Money, My Dear",Mitski,"Retired from Sad, New Career in Business","('personal favourites',)"
Shame,Mitski,"Retired from Sad, New Career in Business",()
"Goodbye, My Danish Sweetheart",Mitski,"Retired from Sad, New Career in Business",()
A Burning Hill,Mitski,Puberty 2,"('indie pop', 'chamber pop')"
Crack Baby,Mitski,Puberty 2,"('indie', 'rock')"
A Loving Feeling,Mitski,Puberty 2,"('noise rock',)"
Thursday Girl,Mitski,Puberty 2,"('ambient pop', 'Awesome')"
My Body's Made of Crushed Little Stars,Mitski,Puberty 2,"('indie rock', 'somafm')"
I Bet on Losing Dogs,Mitski,Puberty 2,"('favorite songs', 'sad')"
Your Best American Girl,Mitski,Puberty 2,"('indie rock', 'noise pop')"
Fireworks,Mitski,Puberty 2,"('indie', 'alternative')"
Once More To See You,Mitski,Puberty 2,"('be-my-baby drum', 'indie rock')"
Dan the Dancer,Mitski,Puberty 2,"('indie rock', 'indie')"
Happy,Mitski,Puberty 2,"('indie rock', 'art pop')"
Zero,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('rock', 'alternative rock')"
X.Y.U.,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
"Tonight, Tonight",The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Farewell and Goodnight,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
By Starlight,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Lily (My One and Only),The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
Beautiful,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
We Only Come Out at Night,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
X.Y.U.,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
Stumbleine,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', '90s')"
Thru the Eyes of Ruby,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
Tales of a Scorched Earth,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
1979,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
In the Arms of Sleep,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
Thirty-Three,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
Bodies,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Where Boys Fear to Tread,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Take Me Down,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Porcelina of the Vast Oceans,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Muzzle,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Galapogos,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
Cupid de Locke,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'alternative')"
Love,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
An Ode to No One,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
To Forgive,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Bullet With Butterfly Wings,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Here Is No Why,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Zero,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('rock', 'alternative rock')"
Jellybelly,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
"Tonight, Tonight",The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('alternative rock', 'rock')"
Mellon Collie and the Infinite Sadness,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,"('instrumental', 'piano')"
Chance,Angel Olsen,All Mirrors,"('art pop',)"
Endgame,Angel Olsen,All Mirrors,"('love at first listen',)"
Summer,Angel Olsen,All Mirrors,()
Tonight,Angel Olsen,All Mirrors,()
Impasse,Angel Olsen,All Mirrors,()
What It Is,Angel Olsen,All Mirrors,"('female vocalists', 'fip')"
Spring,Angel Olsen,All Mirrors,"('baroque pop',)"
New Love Cassette,Angel Olsen,All Mirrors,()
Too Easy,Angel Olsen,All Mirrors,()
All Mirrors,Angel Olsen,All Mirrors,"('Post punk', 'synth')"
Lark,Angel Olsen,All Mirrors,"('indie', 'alternative')"
Dogtown,Yoko Ono,Approximately Infinite Universe,"('lazy blues', 'lazy radio')"
Looking Over From My Hotel Window,Yoko Ono,Approximately Infinite Universe,()
Is Winter Here To Stay?,Yoko Ono,Approximately Infinite Universe,"('mooddy',)"
Now Or Never,Yoko Ono,Approximately Infinite Universe,()
Move On Fast,Yoko Ono,Approximately Infinite Universe,"('the word on', 'the word move')"
I Have A Woman Inside My Soul,Yoko Ono,Approximately Infinite Universe,()
Air Talk,Yoko Ono,Approximately Infinite Universe,()
Shiranakatta (I Didn’t Know),Yoko Ono,Approximately Infinite Universe,()
What A Mess,Yoko Ono,Approximately Infinite Universe,()
Kite Song,Yoko Ono,Approximately Infinite Universe,"('post-revolutionary pop song', 'Avantgarde Pop')"
Winter Song,Yoko Ono,Approximately Infinite Universe,()
I Felt Like Smashing My Face In A Clear Glass Window,Yoko Ono,Approximately Infinite Universe,"('Japanese Artists', 'how i feel')"
Waiting For The Sunrise,Yoko Ono,Approximately Infinite Universe,()
What a Bastard The World Is,Yoko Ono,Approximately Infinite Universe,"('great lyrics', 'clinically romantic')"
Catman (The Rosies Are Coming),Yoko Ono,Approximately Infinite Universe,"('Morose Deep dilate Crimson', 'weird')"
